[DEBUG] 2021-04-06 20:33:04.929 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-04-06 20:33:04.931 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-04-06 20:33:04.938 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-04-06 20:33:05.095 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-04-06 20:33:05.098 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-04-06 20:33:05.623 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-04-06 20:33:05.634 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-04-06 20:33:05.648 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-04-06 20:33:06.343 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-04-06 20:33:06.380 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-04-06 20:33:06.384 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2021-04-06 20:33:06.460 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2021-04-06 20:33:06.538 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@148c7c4b
[DEBUG] 2021-04-06 20:33:06.539 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@148c7c4b
[DEBUG] 2021-04-06 20:33:06.539 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@148c7c4b
[DEBUG] 2021-04-06 20:33:06.540 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@4eb45fec
[DEBUG] 2021-04-06 20:33:06.540 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@61d34b4
[DEBUG] 2021-04-06 20:33:06.543 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@2acbc859
[DEBUG] 2021-04-06 20:33:06.544 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@4d0753c9
[DEBUG] 2021-04-06 20:33:06.544 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@4d0753c9
[DEBUG] 2021-04-06 20:33:06.544 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@4d0753c9
[DEBUG] 2021-04-06 20:33:06.547 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@20411320
[DEBUG] 2021-04-06 20:33:06.547 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@20411320
[DEBUG] 2021-04-06 20:33:06.547 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@20411320
[DEBUG] 2021-04-06 20:33:06.551 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@12abdfb
[DEBUG] 2021-04-06 20:33:06.551 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@12abdfb
[DEBUG] 2021-04-06 20:33:06.552 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@12abdfb
[DEBUG] 2021-04-06 20:33:06.552 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@20011bf
[DEBUG] 2021-04-06 20:33:06.552 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@20011bf
[DEBUG] 2021-04-06 20:33:06.552 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@20011bf
[DEBUG] 2021-04-06 20:33:06.559 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@3fbcfe81
[DEBUG] 2021-04-06 20:33:06.561 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@3fbcfe81
[DEBUG] 2021-04-06 20:33:06.561 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@3fbcfe81
[DEBUG] 2021-04-06 20:33:06.562 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@c6b2dd9
[DEBUG] 2021-04-06 20:33:06.562 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@c6b2dd9
[DEBUG] 2021-04-06 20:33:06.566 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@c6b2dd9
[DEBUG] 2021-04-06 20:33:06.584 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@3d278b4d
[DEBUG] 2021-04-06 20:33:06.588 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@3d278b4d
[DEBUG] 2021-04-06 20:33:06.588 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@3d278b4d
[DEBUG] 2021-04-06 20:33:06.595 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@1e530163
