[DEBUG] 2021-11-01 23:47:41.246 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-11-01 23:47:41.258 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-11-01 23:47:41.271 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-11-01 23:47:41.534 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-11-01 23:47:41.544 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-11-01 23:47:42.167 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-11-01 23:47:42.171 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-11-01 23:47:42.202 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-11-01 23:47:43.312 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-11-01 23:47:43.393 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-11-01 23:47:43.396 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2021-11-01 23:47:43.429 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2021-11-01 23:47:43.492 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@3e134896
[DEBUG] 2021-11-01 23:47:43.493 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@3e134896
[DEBUG] 2021-11-01 23:47:43.493 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@3e134896
[DEBUG] 2021-11-01 23:47:43.493 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@6ac97b84
[DEBUG] 2021-11-01 23:47:43.493 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@c3fa05a
[DEBUG] 2021-11-01 23:47:43.494 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@4905c46b
[DEBUG] 2021-11-01 23:47:43.495 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@286b39c2
[DEBUG] 2021-11-01 23:47:43.495 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@286b39c2
[DEBUG] 2021-11-01 23:47:43.495 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@286b39c2
[DEBUG] 2021-11-01 23:47:43.498 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@5cbb84b1
